Entity,Code,Year,Population (historical estimates)
Italy,ITA,1968,52794534
Greece,GRC,1940,7310690
French Guiana,GUF,1920,18574
Czechia,CZE,1891,8764419
Portugal,PRT,1846,3770833
Azerbaijan,AZE,1912,2042940
Croatia,HRV,1975,4500871
Gambia,GMB,1994,1094219
Uruguay,URY,1838,93081
Haiti,HTI,1980,5643175
Chile,CHL,1967,9312091
South Sudan,SSD,1989,5511582
Mayotte,MYT,2002,161204
Guinea-Bissau,GNB,1992,1020353
Turks and Caicos Islands,TCA,1990,12115
Paraguay,PRY,1880,285254
Peru,PER,1833,1575456
Hungary,HUN,1902,7207005
Marshall Islands,MHL,1826,6693
Mali,MLI,1936,3772883
Liechtenstein,LIE,1807,5802
Liechtenstein,LIE,1879,8864
Qatar,QAT,1806,14092
Guatemala,GTM,1887,1354942
South Korea,KOR,1906,9408502
Jamaica,JAM,1985,2335510
North Macedonia,MKD,1814,391865
Guinea,GIN,1861,1114877
Suriname,SUR,1928,152625
Turkmenistan,TKM,1978,2734899
Denmark,DNK,1835,1314383
Bangladesh,BGD,1914,26908885
Peru,PER,1942,6749915
Haiti,HTI,1935,2675892
Brazil,BRA,1958,68140426
Micronesia (country),FSM,1826,16898
Guadeloupe,GLP,2004,406068
Argentina,ARG,1898,4378115
Burundi,BDI,1831,1060611
Guinea,GIN,1866,1161075
Sweden,SWE,1947,6819938
Gabon,GAB,1982,763932
Hungary,HUN,1968,10289769
Pakistan,PAK,1993,117086680
Kiribati,KIR,2007,96531
Slovenia,SVN,1884,825294
Vietnam,VNM,1917,18414134
Maldives,MDV,1844,48814
Canada,CAN,2017,36732091
Asia,NA,1959,1671180909
Eritrea,ERI,1909,577328
United States,USA,1801,6113782
Malaysia,MYS,1933,4433590
Faeroe Islands,FRO,2012,47843
Wallis and Futuna,WLF,1961,8277
Israel,ISR,1999,5824944
Saint Vincent and the Grenadines,VCT,1851,30204
Benin,BEN,1968,2791588
Montenegro,MNE,1954,433140
Sierra Leone,SLE,1862,836075
Myanmar,MMR,1837,3741443
Greece,GRC,1900,4989983
Palau,PLW,1832,4106
Iraq,IRQ,1802,1008932
Vietnam,VNM,2018,95545959
Czechia,CZE,1876,7993812
Lebanon,LBN,1810,315603
Myanmar,MMR,1949,17497600
North Macedonia,MKD,1968,1672399
Latvia,LVA,1889,1802764
Saint Martin (French part),MAF,1973,6370
Jamaica,JAM,1815,373018
Monaco,MCO,1807,7789
Moldova,MDA,1834,809836
Kiribati,KIR,1872,22811
Bolivia,BOL,1849,1363043
Cambodia,KHM,1875,2419236
South America,NA,2000,348411890
Austria,AUT,2005,8253656
Venezuela,VEN,1818,734155
Saint Lucia,LCA,1802,24000
Bosnia and Herzegovina,BIH,1857,1068314
Singapore,SGP,1974,2226377
Malawi,MWI,1937,2366399
Guinea-Bissau,GNB,1857,216443
Yemen,YEM,2005,20107416
Hungary,HUN,1806,3496288
Belize,BLZ,1974,131305
Eritrea,ERI,1813,205010
Oceania,NA,1994,28979990
Bangladesh,BGD,1800,19191243
North America,NA,1955,250035147
Iran,IRN,1923,10307861
Netherlands Antilles,ANT,2011,312928
Grenada,GRD,1977,90219
Palau,PLW,1963,10566
Costa Rica,CRI,1838,90588
Saint Vincent and the Grenadines,VCT,1958,78196
Venezuela,VEN,1895,2513175
Costa Rica,CRI,1881,195107
Turkey,TUR,1818,10060164
Rwanda,RWA,1932,1625026
Micronesia (country),FSM,1805,16416
South Africa,ZAF,1972,23281517
Bonaire Sint Eustatius and Saba,BES,1992,13936
Chad,TCD,1929,1865341
Croatia,HRV,1832,1364179
Mauritius,MUS,1929,396601
Kiribati,KIR,1912,27314
Sudan,SDN,2014,37977657
Belize,BLZ,1823,25561
South Sudan,SSD,1920,2160493
Montenegro,MNE,1803,126582
Belarus,BLR,1899,4864544
Indonesia,IDN,1931,54148336
Mauritania,MRT,1980,1540644
Comoros,COM,1860,64198
Ireland,IRL,1840,8221292
China,CHN,2010,1368810604
Luxembourg,LUX,1950,296005
Gambia,GMB,1957,343013
Croatia,HRV,1889,2255584
Jordan,JOR,2021,10269022
Cameroon,CMR,1848,2695669
Chad,TCD,1900,1791548
Gambia,GMB,2008,1689288
Austria,AUT,1947,6873901
Georgia,GEO,1813,1072178
Laos,LAO,1803,470000
United Arab Emirates,ARE,1888,43606
Zambia,ZMB,1929,1648040
Western Sahara,ESH,1910,860
United Arab Emirates,ARE,1982,1164816
Taiwan,TWN,2021,23855008
Equatorial Guinea,GNQ,2014,1122273
Netherlands,NLD,1862,3370421
Palestine,PSE,2008,3856692
Nicaragua,NIC,1809,186000
United States,USA,1820,9966626
Palestine,PSE,1914,352216
Jamaica,JAM,1898,708727
Nicaragua,NIC,1866,343145
Morocco,MAR,1928,6310189
Fiji,FJI,1830,137571
Central African Republic,CAF,1927,966779
Moldova,MDA,1888,1320365
Japan,JPN,1998,127117436
Ethiopia,ETH,1822,12701357
Anguilla,AIA,1994,9661
Cameroon,CMR,2014,22681853
San Marino,SMR,1814,5492
Jamaica,JAM,1864,464493
Eritrea,ERI,2017,3412894
Algeria,DZA,1877,3710754
Palestine,PSE,1896,273708
Philippines,PHL,1926,10638315
Syria,SYR,1842,1439758
United Kingdom,GBR,1878,34089972
Laos,LAO,1875,819612
Syria,SYR,1834,1401514
Italy,ITA,1933,41368979
Yemen,YEM,1885,2871580
Slovakia,SVK,1898,2828241
Morocco,MAR,1890,4246802
Djibouti,DJI,1952,64744
Barbados,BRB,1903,188579
Solomon Islands,SLB,1985,270787
Argentina,ARG,2000,36870796
Ghana,GHA,1905,2811813
Svalbard and Jan Mayen,SJM,2015,2400
Senegal,SEN,1888,1264167
Liberia,LBR,1947,877962
Turkey,TUR,1860,11437171
Nauru,NRU,1925,2432
Monaco,MCO,1835,9331
Mayotte,MYT,1955,18994
Cuba,CUB,1804,366184
Hungary,HUN,1999,10249407
Samoa,WSM,1978,153986
Liberia,LBR,1854,339220
Vanuatu,VUT,1986,132988
Ethiopia,ETH,1928,17888877
Saint Kitts and Nevis,KNA,1810,17202
Niger,NER,1981,6163711
Luxembourg,LUX,1948,295684
Nicaragua,NIC,1841,259985
Palau,PLW,1882,5252
Luxembourg,LUX,1927,289419
Dominican Republic,DOM,1977,5407496
United Kingdom,GBR,1989,56974289
Tonga,TON,1930,29868
Bolivia,BOL,1921,2378651
Zimbabwe,ZWE,1859,728037
Portugal,PRT,1913,5918901
Estonia,EST,2011,1327701
Mali,MLI,1803,1403398
Poland,POL,1852,13336399
Azerbaijan,AZE,1839,1046828
Croatia,HRV,1903,2553034
Gibraltar,GIB,2013,33694
North Korea,PRK,2021,25887045
Latvia,LVA,1878,1510193
Myanmar,MMR,1826,3587390
Cook Islands,COK,1954,16056
Eritrea,ERI,1873,634577
Angola,AGO,1850,2418020
Cameroon,CMR,1935,3411351
Poland,POL,1981,35878440
Guadeloupe,GLP,1994,401066
Antigua and Barbuda,ATG,2006,82715
Africa,NA,1817,83449261
Estonia,EST,1802,334136
Niger,NER,1866,1071648
Slovenia,SVN,1873,748790
Slovakia,SVK,1932,3194543
Seychelles,SYC,1952,37475
Saint Lucia,LCA,1898,49970
Haiti,HTI,1854,979247
Paraguay,PRY,1937,1035684
Reunion,REU,1959,326165
Cameroon,CMR,2012,21485267
Comoros,COM,1855,62065
Papua New Guinea,PNG,1888,967919
Nepal,NPL,1928,5399623
Guinea-Bissau,GNB,1826,216614
Australia,AUS,1886,2686050
Suriname,SUR,1955,249002
Comoros,COM,1891,79112
Myanmar,MMR,1885,5072095
Guyana,GUY,1978,770128
Mongolia,MNG,1936,752420
Nicaragua,NIC,1843,268404
Saint Lucia,LCA,1885,41494
Thailand,THA,1964,30881136
Paraguay,PRY,1972,2597149
Cuba,CUB,1861,1390186
Equatorial Guinea,GNQ,1857,113180
Singapore,SGP,1980,2411690
Palestine,PSE,1898,281062
Guinea,GIN,1893,1468990
Niger,NER,1819,862482
Rwanda,RWA,2002,8427061
Cook Islands,COK,1958,17539
Cote d'Ivoire,CIV,1923,1706679
North Korea,PRK,1949,10407524
Lithuania,LTU,1986,3594064
United Arab Emirates,ARE,1971,277463
Belize,BLZ,2018,383071
Lebanon,LBN,1880,478023
Ireland,IRL,1995,3592180
Barbados,BRB,1934,181857
Sweden,SWE,1975,8197341
Malawi,MWI,1985,7268271
Brunei,BRN,1860,5191
Oceania,NA,1990,27298693
Tanzania,TZA,1924,5062272
Saudi Arabia,SAU,1922,2399267
Guatemala,GTM,1829,642655
Equatorial Guinea,GNQ,1917,117755
Vietnam,VNM,1993,72300308
Syria,SYR,1844,1449480
Netherlands,NLD,1984,14437510
Zambia,ZMB,1813,909807
Taiwan,TWN,1862,2274040
Saint Barthlemy,NA,2021,9909
Mauritius,MUS,1974,878356
Brunei,BRN,1840,3428
China,CHN,1962,682102654
Fiji,FJI,1946,274019
San Marino,SMR,1971,19393
Philippines,PHL,1873,5097662
Uzbekistan,UZB,1958,7987252
Venezuela,VEN,1941,4235561
British Virgin Islands,VGB,1950,7437
Mauritania,MRT,1959,826069
Mauritius,MUS,1839,113208
Micronesia (country),FSM,1829,17144
Tanzania,TZA,1828,3539119
Venezuela,VEN,2017,29402480
Andorra,AND,1950,6198
Angola,AGO,1839,2068802
Nigeria,NGA,1971,57296988
North Macedonia,MKD,1903,825895
Marshall Islands,MHL,1918,61107
Tonga,TON,1989,94848
Albania,ALB,1921,954600
Slovakia,SVK,1993,5347212
Kyrgyzstan,KGZ,1956,1947222
Solomon Islands,SLB,1973,179306
Burundi,BDI,1861,1491061
Malawi,MWI,1804,803034
Cape Verde,CPV,1834,64592
Iceland,ISL,1949,140065
India,IND,1932,356954300
Tuvalu,TUV,1820,2506
Micronesia (country),FSM,1848,18788
Georgia,GEO,1959,3941249
Paraguay,PRY,1954,1631711
Comoros,COM,1942,149473
Papua New Guinea,PNG,1975,3139944
Guyana,GUY,1920,287642
Comoros,COM,1963,200371
Bhutan,BTN,1814,392287
Chile,CHL,1807,771447
Marshall Islands,MHL,1989,45827
Argentina,ARG,1802,505520
Gambia,GMB,1939,251353
China,CHN,1972,869485962
Sierra Leone,SLE,1812,794264
Maldives,MDV,1987,203024
Fiji,FJI,1829,137331
Madagascar,MDG,1880,2856168
Puerto Rico,PRI,1984,3233169
Japan,JPN,1896,42135915
Kazakhstan,KAZ,1995,15839357
Albania,ALB,1940,1110133
South Sudan,SSD,1804,1032822
Central African Republic,CAF,1840,746524
Papua New Guinea,PNG,1960,2255858
Democratic Republic of Congo,COD,1915,8257186
Guatemala,GTM,1851,859858
Chad,TCD,1860,1812837
Nicaragua,NIC,1808,186000
North America,NA,1910,130323387
Colombia,COL,1819,1214218
Monaco,MCO,1962,23043
Mali,MLI,1999,10642937
South Africa,ZAF,1876,4047641
Sierra Leone,SLE,1852,787754
Liberia,LBR,2004,3135654
Sudan,SDN,1900,4892868
Barbados,BRB,1950,210990
Pakistan,PAK,1805,13249704
Malawi,MWI,1969,4582197
Saint Vincent and the Grenadines,VCT,1947,65103
Zambia,ZMB,1935,1793492
Aruba,ABW,1960,54208
Chile,CHL,1810,771447
Malawi,MWI,1998,10552345
Chad,TCD,1816,1537341
Tanzania,TZA,1967,12348188
Azerbaijan,AZE,1962,4171428
Uzbekistan,UZB,1930,5150087
Iran,IRN,1868,8395917
Hungary,HUN,1935,8929428
Guyana,GUY,1982,781249
Andorra,AND,1934,5170
Dominican Republic,DOM,1853,157635
Kenya,KEN,1875,3902807
Cambodia,KHM,1847,2221499
Gambia,GMB,1868,125992
Egypt,EGY,1882,7659487
Greenland,GRL,2007,56928
Nicaragua,NIC,1966,2131973
Eritrea,ERI,1826,262573
Tonga,TON,1931,30334
Cayman Islands,CYM,1985,19460
South Sudan,SSD,1801,1028736
Suriname,SUR,1853,85770
Seychelles,SYC,1893,17826
North Korea,PRK,1934,8138903
Panama,PAN,1978,1884427
Haiti,HTI,2016,10839976
Bosnia and Herzegovina,BIH,1888,1517634
Chad,TCD,2009,11560142
Kyrgyzstan,KGZ,1819,531316
Venezuela,VEN,1904,2824578
Rwanda,RWA,1823,975224
Monaco,MCO,1813,7789
Venezuela,VEN,1859,1479857
Oceania,NA,1847,1763881
South America,NA,1806,9562721
Comoros,COM,1882,74464
Tonga,TON,1988,94592
Vietnam,VNM,1836,6251169
Guatemala,GTM,1954,3517654
Honduras,HND,1986,4410270
Malta,MLT,1901,217990
Malawi,MWI,1930,2145712
Romania,ROU,1982,22830547
Ukraine,UKR,1917,27495358
Rwanda,RWA,1802,928368
Egypt,EGY,1827,4290665
Uganda,UGA,1941,4370255
Sweden,SWE,1969,8003186
Afghanistan,AFG,1944,7060433
Comoros,COM,1976,265958
Andorra,AND,1837,2991
Costa Rica,CRI,1960,1330787
Angola,AGO,1912,2924003
Gambia,GMB,1828,105550
Cuba,CUB,1961,7291201
Kazakhstan,KAZ,1921,5045796
Philippines,PHL,1987,57263835
Mauritius,MUS,1850,182748
Mali,MLI,1959,5205447
Botswana,BWA,1904,175903
Sint Maarten (Dutch part),SXM,1952,1797
Tajikistan,TJK,1946,1457037
Puerto Rico,PRI,1975,2844925
Burkina Faso,BFA,1971,5723378
Myanmar,MMR,1860,4032045
Zimbabwe,ZWE,1990,10432409
Libya,LBY,1978,2979102
Bolivia,BOL,1904,1894354
Kuwait,KWT,1932,126477
Bahamas,BHS,1963,127340
Turkey,TUR,1960,27472339
Colombia,COL,1836,1829902
Chile,CHL,1854,1512959
British Virgin Islands,VGB,1958,7855
Dominica,DMA,1839,21900
Liberia,LBR,1998,2517472
Congo,COG,1986,2112359
Monaco,MCO,1887,18175
Hong Kong,HKG,2007,6840017
New Zealand,NZL,1902,847539
Belgium,BEL,1908,7327282
Israel,ISR,1898,345016
Bulgaria,BGR,1895,3713329
Cameroon,CMR,1898,3249679
Guatemala,GTM,1946,2758975
Uganda,UGA,1942,4445537
Romania,ROU,2016,19796280
Bolivia,BOL,1826,1150099
Oceania,NA,1835,1572752
United States,USA,1921,112887696
Reunion,REU,1986,568913
Azerbaijan,AZE,2001,8197295
Senegal,SEN,2001,10036102
South Korea,KOR,1827,9429790
Syria,SYR,1816,1319144
Western Sahara,ESH,1920,1720
Kenya,KEN,1940,5060586
Moldova,MDA,1826,752765
Saint Vincent and the Grenadines,VCT,1857,31388
Northern Mariana Islands,MNP,2007,55215
Montserrat,MSR,1988,10632
Sri Lanka,LKA,1898,3936271
Denmark,DNK,1806,1044178
Croatia,HRV,2021,4081657
Nepal,NPL,1833,4078554
Pakistan,PAK,1801,13145712
Burundi,BDI,1851,1414726
Samoa,WSM,1872,40126
Tunisia,TUN,2000,9708347
Indonesia,IDN,1965,100267070
Eswatini,SWZ,1959,329744
Cuba,CUB,1872,1378864
Moldova,MDA,1846,903656
Norway,NOR,1980,4086070
Iraq,IRQ,1841,1200692
Romania,ROU,1905,11328532
San Marino,SMR,1801,5492
Kuwait,KWT,1884,89145
Andorra,AND,1869,3738
Palau,PLW,1860,4707
Zimbabwe,ZWE,1955,3213289
United Arab Emirates,ARE,1870,39772
Brunei,BRN,1820,2388
Colombia,COL,1843,1971062
Congo,COG,1967,1219547
Malta,MLT,1837,148344
Malaysia,MYS,1884,1255478
Gibraltar,GIB,2019,33706
Guadeloupe,GLP,1984,338430
Hong Kong,HKG,1982,5058049
Greece,GRC,1859,3310341
Brunei,BRN,1811,2260
Trinidad and Tobago,TTO,1956,762977
Svalbard and Jan Mayen,SJM,1970,1764
Latvia,LVA,1853,1009812
Liberia,LBR,1952,958700
Africa,NA,1951,232327854
Luxembourg,LUX,1987,371076
Kuwait,KWT,1859,81467
Saint Martin (French part),MAF,1983,8296
North Korea,PRK,1952,10049020
Dominican Republic,DOM,2016,10397738
Cape Verde,CPV,1954,196462
Romania,ROU,1916,12024691
Samoa,WSM,1955,94186
Bolivia,BOL,1908,1966796
Martinique,MTQ,1996,371913
Guinea,GIN,1875,1255422
Chile,CHL,1897,3010771
Bosnia and Herzegovina,BIH,1803,851806
Sint Maarten (Dutch part),SXM,1998,32043
Central African Republic,CAF,1994,3135017
Bahamas,BHS,1915,59323
Saint Martin (French part),MAF,1995,27320
Syria,SYR,1881,1618298
Philippines,PHL,1881,5675638
Namibia,"NAM",2015,2314901
Turkey,TUR,1854,11217169
Liechtenstein,LIE,1801,5802
Panama,PAN,1906,289888
Brunei,BRN,1808,2258
Mongolia,MNG,1994,2280475
Africa,NA,1921,152208708
South Africa,ZAF,1858,3296019
India,IND,1998,1019483586
North America,NA,2001,491771508
Montenegro,MNE,1835,160026
Micronesia (country),FSM,1957,40351
Saint Vincent and the Grenadines,VCT,1930,48516
Czechia,CZE,1998,10323244
Czechia,CZE,1959,9547667
Honduras,HND,1951,1588561
Brunei,BRN,1834,3031
Uzbekistan,UZB,1913,4414052
Trinidad and Tobago,TTO,1882,181382
Sweden,SWE,1843,3221400
Bahamas,BHS,1916,59071
Saint Pierre and Miquelon,SPM,1870,4725
Malawi,MWI,1864,2145698
Djibouti,DJI,1958,76352
Slovakia,SVK,1941,3302748
Northern Mariana Islands,MNP,2006,55886
World,OWID_WRL,1960,3035160180
Latvia,LVA,1944,1924086
Namibia,"NAM",1955,567846
Morocco,MAR,1976,18198836
Turkmenistan,TKM,1902,773336
Panama,PAN,1998,2912318
Israel,ISR,2000,5945949
Nepal,NPL,1907,5358501
Namibia,"NAM",1942,441239
Cape Verde,CPV,1884,119417
Egypt,EGY,1971,35311905
Venezuela,VEN,1958,7564987
Mali,MLI,1976,6596721
Zambia,ZMB,2020,18383956
Austria,AUT,1829,3520820
Timor,TLS,1846,193207
Myanmar,MMR,1896,8466052
Hungary,HUN,1903,7257249
Cyprus,CYP,1902,243382
Estonia,EST,1844,445971
Malaysia,MYS,1807,287000
Lesotho,LSO,1933,508043
Tunisia,TUN,1979,6210756
Angola,AGO,1867,2798819
Sri Lanka,LKA,2021,21497306
Jamaica,JAM,1886,618873
Africa,NA,1925,159652537
Africa,NA,1868,120861940
Macao,MAC,2005,482863
Hungary,HUN,1846,5012754
Panama,PAN,2013,3835447
Marshall Islands,MHL,1994,50214
Guinea,GIN,1913,1738980
Austria,AUT,2011,8453501
Albania,ALB,1938,1086421
Morocco,MAR,1822,2699278
World,OWID_WRL,1956,2822443253
Monaco,MCO,1972,24049
France,FRA,2001,59384126
Gabon,GAB,1899,372475
El Salvador,SLV,1864,462160
Senegal,SEN,1889,1274507
Saint Vincent and the Grenadines,VCT,1983,103035
Colombia,COL,1939,9307166
Greenland,GRL,1981,50584
Finland,FIN,1919,3109648
Sri Lanka,LKA,2015,20908024
Dominican Republic,DOM,1991,7270413
Kuwait,KWT,1984,1652150
Cote d'Ivoire,CIV,1972,5576026
Canada,CAN,2009,33746093
Eritrea,ERI,2008,3062782
Sudan,SDN,1971,10621471
Niue,NIU,1974,4194
Benin,BEN,1844,757526
Monaco,MCO,1953,19049
Maldives,MDV,1800,42378
France,FRA,1884,39042361
Chile,CHL,1822,807205
Vanuatu,VUT,1903,57924
Sao Tome and Principe,STP,1844,26932
Slovakia,SVK,1986,5194302
Lithuania,LTU,1915,2560344
Slovakia,SVK,1883,2684041
Congo,COG,1907,564801
Dominica,DMA,1926,40024
Belgium,BEL,1858,4679721
Algeria,DZA,1945,8214538
Latvia,LVA,1874,1416010
Monaco,MCO,1847,10780
Thailand,THA,1924,11081501
Solomon Islands,SLB,1987,286871
El Salvador,SLV,1990,5270074
Denmark,DNK,1990,5141117
Ukraine,UKR,2001,48401648
Egypt,EGY,1887,8156878
Guatemala,GTM,1871,1110014
Bolivia,BOL,1856,1422063
Madagascar,MDG,1872,2779638
India,IND,1919,315455236
Zimbabwe,ZWE,1918,1453662
Moldova,MDA,1913,1654241
Yemen,YEM,1817,2593000
South Africa,ZAF,1947,12821793
Croatia,HRV,2012,4295869
Mauritania,MRT,1911,387418
Hungary,HUN,2000,10220509
Puerto Rico,PRI,1992,3469071
India,IND,1870,255107500
Isle of Man,IMN,1972,57166
Seychelles,SYC,2019,97741
Samoa,WSM,1898,33369
Japan,JPN,1973,109528514
Antigua and Barbuda,ATG,1891,36447
Somalia,SOM,2005,10446856
Mongolia,MNG,1998,2355667
Austria,AUT,1977,7636573
Armenia,ARM,1924,1052334
Indonesia,IDN,1856,23251668
Andorra,AND,1931,5037
North Macedonia,MKD,1907,856514
Timor,TLS,1861,232542
Uganda,UGA,1867,3163262
Lithuania,LTU,1838,1014208
Bangladesh,BGD,1893,25363950
Serbia,SRB,1993,9795253
Europe,NA,1818,219920344
Togo,TGO,1899,739269
India,IND,1843,229258134
Saint Lucia,LCA,1812,24000
Singapore,SGP,1982,2517983
Guyana,GUY,1943,349326
United Arab Emirates,ARE,2001,3302722
Venezuela,VEN,1909,2982568
Haiti,HTI,1957,3648819
Gabon,GAB,1861,318501
Panama,PAN,1928,490121
South Korea,KOR,1903,9384522
United Kingdom,GBR,1871,31813978
Israel,ISR,1971,2900016
Sao Tome and Principe,STP,1905,48638
Nicaragua,NIC,1905,588771
Monaco,MCO,1829,8681
Cuba,CUB,1988,10397519
Morocco,MAR,1966,14595351
Israel,ISR,1897,340797
Cook Islands,COK,1989,18026
Laos,LAO,1997,5050308
United Kingdom,GBR,1940,48647946
Brunei,BRN,1872,6853
Palestine,PSE,1971,1146321
Iceland,ISL,1805,61428
Luxembourg,LUX,1909,256442
Croatia,HRV,1909,2692232
Mongolia,MNG,1832,630423
Haiti,HTI,1914,1996721
Thailand,THA,1895,7123039
Suriname,SUR,1884,91608
Oman,OMN,1839,335801
Mayotte,MYT,2010,208716
Hong Kong,HKG,1969,3778181
Eritrea,ERI,1829,296909
Bulgaria,BGR,1921,5168265
France,FRA,1853,36600899
Mauritania,MRT,1999,2561584
Bosnia and Herzegovina,BIH,1925,2189923
Finland,FIN,1852,1649431
Denmark,DNK,1816,1122246
Guatemala,GTM,1805,493969
Angola,AGO,2020,32866267
Paraguay,PRY,1955,1673667
Niger,NER,1955,2955536
Tajikistan,TJK,1889,870176
Fiji,FJI,1989,724602
Vatican,VAT,1972,661
Botswana,BWA,1860,110559
Honduras,HND,1895,469057
Turkmenistan,TKM,1894,719322
Rwanda,RWA,1998,6962800
Brunei,BRN,1922,27643
Taiwan,TWN,1831,2071513
Samoa,WSM,1924,42863
Sierra Leone,SLE,1889,1021995
Solomon Islands,SLB,1937,79459
Yemen,YEM,1912,3250282
North Korea,PRK,1842,4417276
Botswana,BWA,1873,125877
Turkey,TUR,1982,46025411
Guadeloupe,GLP,1956,243840
Costa Rica,CRI,1860,121306
Iran,IRN,1857,7836690
Georgia,GEO,1995,4976252
Jamaica,JAM,1803,313346
Somalia,SOM,1897,1532611
Maldives,MDV,1833,45752
Tuvalu,TUV,1806,2499
Romania,ROU,1869,9088437
Syria,SYR,1975,7535715
Bahrain,BHR,1913,90691
Ukraine,UKR,1888,21000566
Guinea-Bissau,GNB,1896,282826
Nepal,NPL,1840,4189030
China,CHN,1836,410797588
Chile,CHL,2000,15342350
Uruguay,URY,1967,2750091
Mexico,MEX,1819,6483214
Namibia,"NAM",1888,177963
United States,USA,1918,108135496
Uruguay,URY,1929,1703256
Namibia,"NAM",1902,209934
Vanuatu,VUT,1887,50736
Haiti,HTI,1919,2165702
Afghanistan,AFG,2002,22600774
Azerbaijan,AZE,1849,1146957
Philippines,PHL,1868,4732625
Philippines,PHL,1893,6183957
Pakistan,PAK,1861,15486939
Belarus,BLR,1989,10124000
Morocco,MAR,1955,10502658
Tunisia,TUN,1946,3388496
Venezuela,VEN,1828,850664
Bonaire Sint Eustatius and Saba,BES,1981,11318
Guinea,GIN,1968,4013050
Belgium,BEL,1852,4505727
Oceania,NA,1833,1557531
Gambia,GMB,1884,145758
Andorra,AND,1832,2888
Liechtenstein,LIE,1870,8303
Somalia,SOM,1999,8553595
Angola,AGO,1821,1594974
South Korea,KOR,1897,9378898
Vanuatu,VUT,1951,48919
Comoros,COM,1885,75983
France,FRA,1980,53868006
Ecuador,ECU,2008,14535740
Maldives,MDV,1966,105129
Equatorial Guinea,GNQ,1938,144785
Paraguay,PRY,1835,223918
Gambia,GMB,1946,283473
Gabon,GAB,1931,365353
Peru,PER,1909,4132020
Portugal,PRT,1904,5584835
Maldives,MDV,1883,58899
Japan,JPN,1936,68590174
South America,NA,1941,92351468
Somalia,SOM,1899,1541612
Saint Vincent and the Grenadines,VCT,1889,41136
Palau,PLW,2021,18174
Kazakhstan,KAZ,1885,3662716
Belgium,BEL,1804,3285994
Guinea-Bissau,GNB,1910,315736
China,CHN,1831,408780953
Tuvalu,TUV,1819,2501
Sweden,SWE,1867,4060677
Zambia,ZMB,1843,1433256
Mauritania,MRT,1900,356632
Somalia,SOM,1892,1510338
Croatia,HRV,1961,4222503
Malaysia,MYS,1909,2677183
Faeroe Islands,FRO,2014,47965
Curacao,CUW,2006,132812
New Zealand,NZL,2006,4185881
Andorra,AND,1954,8533
Jamaica,JAM,1952,1468233
China,CHN,1856,390829834
Belarus,BLR,1939,7019609
Grenada,GRD,1820,29477
Papua New Guinea,PNG,1905,1061225
Liechtenstein,LIE,1985,27286
Vatican,VAT,1927,912
Uganda,UGA,1853,2995222
San Marino,SMR,1986,23046
Norway,NOR,1910,2389021
Togo,TGO,2021,8478242
Aruba,ABW,1850,2720
Ireland,IRL,1859,5920220
Micronesia (country),FSM,1940,30017
Georgia,GEO,1873,1739249
Niger,NER,1960,3388774
New Caledonia,NCL,1985,155985
Solomon Islands,SLB,1862,86959
Antigua and Barbuda,ATG,1847,37000
Tunisia,TUN,1886,1621693
Saint Vincent and the Grenadines,VCT,1801,25781
North Macedonia,MKD,1900,803650
Costa Rica,CRI,1845,97442
Malta,MLT,2020,441539
Mauritius,MUS,1800,59000
World,OWID_WRL,1807,1009074742
Mozambique,MOZ,1882,4493319
India,IND,1817,208104734
Tonga,TON,1891,20072
Netherlands,NLD,1833,2706706
Gambia,GMB,1801,103274
Martinique,MTQ,1860,145025
Kazakhstan,KAZ,1838,2406292
Tajikistan,TJK,1925,1202707
Iceland,ISL,1972,209928
Luxembourg,LUX,1991,386356
Rwanda,RWA,1819,931424
Asia,NA,1951,1435318683
Chile,CHL,1820,782013
Seychelles,SYC,2021,98910
Namibia,"NAM",1964,698797
Bahamas,BHS,1824,27436
Rwanda,RWA,1918,1372550
United Arab Emirates,ARE,1801,40153
Tajikistan,TJK,1891,885890
Samoa,WSM,1861,43381
Kiribati,KIR,1922,28617
Peru,PER,1808,1289204
Kazakhstan,KAZ,1855,2806861
Uruguay,URY,1977,2856958
Brazil,BRA,1977,112425392
Europe,NA,1879,343512376
North America,NA,1911,130657307
Africa,NA,1914,146378430
Bangladesh,BGD,2018,161376713
United States,USA,1903,83606240
Namibia,"NAM",1937,400077
Guinea-Bissau,GNB,1871,232142
Mali,MLI,1864,1678289
Chad,TCD,1921,1688156
North America,NA,1961,281716940
Sudan,SDN,2011,35349676
Portugal,PRT,1816,3179783
China,CHN,1914,444071884
Democratic Republic of Congo,COD,1836,6619542
Ethiopia,ETH,1920,17888877
United Kingdom,GBR,1846,27005824
Guyana,GUY,1926,291201
Croatia,HRV,2000,4428075
Cote d'Ivoire,CIV,1875,1236150
Singapore,SGP,1834,40161
Thailand,THA,1845,5131366
Estonia,EST,1883,711887
Mexico,MEX,1849,7607082
Libya,LBY,1987,4109716
Philippines,PHL,1950,18580483
Dominica,DMA,1903,30142
Micronesia (country),FSM,1856,19571
Mauritania,MRT,1852,290229
France,FRA,1816,30786880
South Sudan,SSD,1906,1950846
Kazakhstan,KAZ,1998,15190168
Marshall Islands,MHL,1964,16710
Bolivia,BOL,1949,3049820
Kiribati,KIR,1990,72394
Gambia,GMB,1901,167526
Slovakia,SVK,1915,3001017
Eritrea,ERI,1938,694155
Palestine,PSE,1909,329011
Romania,ROU,1977,22087896
Trinidad and Tobago,TTO,1927,408376
